,issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
89,729,Bug,Resolved,Fixed,wicket,Major,Pekka Enberg,2007/07/07 14:06:29 +0100,2007/07/07 14:44:21 +0100,Janne Hietam?ki,2007/07/07 19:06:57 +0100,0.208657407,0.18236111100000002,OnChangeAjaxBehavior does not work with  when using Safari   ,With the latest 1.3.0-SNAPSHOT  the following does not work with Safari 2.0.4. The handler is never invoked and the AJAX debug console shows absolutely no activity. The exact same code works with Firefox 2.0.0.4.import java.io.Serializable;import org.apache.wicket.ajax.AjaxRequestTarget;import org.apache.wicket.ajax.form.OnChangeAjaxBehavior;import org.apache.wicket.markup.html.WebPage;import org.apache.wicket.markup.html.form.Form;import org.apache.wicket.markup.html.form.TextArea;import org.apache.wicket.model.Model;import org.apache.wicket.model.PropertyModel;public class WicketBugPage extends WebPage { public WicketBugPage() { super(new Model(new Item())); Form form = new Form('form'); add(form); TextArea description = new TextArea('description'  new PropertyModel(getModel()  'description')); description.add(new OnChangeAjaxBehavior() { @Override protected void onUpdate(AjaxRequestTarget target) { Item item = (Item) getModelObject(); System.out.println(item.getDescription()); } }); form.add(description); } public static class Item implements Serializable { private String description; public void setDescription(String description) { this.description = description; } public String getDescription() { return description; } }}&lt;html&gt;&lt;body&gt; &lt;form wicket:id='form'&gt; &lt;textarea wicket:id='description'&gt;&lt;/textarea&gt; &lt;/form&gt;&lt;/body&gt;&lt;/html&gt;   ,1.3.0-beta2,1.3.0-beta3,0,0,118,2,0,0,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;
95,765,Bug,Resolved,Fixed,,Critical,Igor Vaynberg,2007/07/17 18:13:19 +0100,2007/07/17 18:13:19 +0100,Igor Vaynberg,2007/07/23 21:18:46 +0100,6.128784722000001,6.128784722000001,default pagemap name of null is not always properly encoded into the url   ,when pagemap name happens to be the last url parameter and coding strategy is /param1/value1/ the url ends up looking like:/param1/value1/wicket:pageMapName/which when split on '/' produces{param1 value1 wicket:pageMapName}which causesjava.lang.IllegalStateException: URL fragment has unmatched key/value   ,1.3.0-beta1; 1.3.0-beta2,1.3.0-beta3,0,0,32,1,2,2,0,0,0,0,0.0,0,3,20,jdk-1.4/wicket/src/main/java/org/apache/wicket/PageMap.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/request/WebRequestCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/RequestParameters.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/basic/URIRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/AbstractRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/BookmarkablePageRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/IndexedParamUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/PackageRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/basic/URIRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/AbstractRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/IndexedParamUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/MixedParamUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/PackageRequestTargetUrlCodingStrategy.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/QueryStringUrlCodingStrategy.java;jdk-1.4/wicket/src/test/java/org/apache/wicket/markup/html/link/IndexedParamUrlCodingTest.java;jdk-1.4/wicket/src/test/java/org/apache/wicket/request/target/coding/MixedParamUrlCodingStrategyTest.java;jdk-1.4/wicket/src/test/java/org/apache/wicket/request/target/coding/QueryStringUrlCodingStrategyTest.java;jdk-1.4/wicket/src/test/java/org/apache/wicket/stateless/StatelessComponentPage_mount_result.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/util/parse/metapattern/parsers/IndexedParamTest_ExpectedResult-1.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/request/target/coding/MixedParamUrlCodingStrategyTest.java;
96,782,Bug,Resolved,Fixed,wicket-extensions,Minor,Jan Kriesten,2007/07/24 18:35:01 +0100,2007/07/24 21:25:46 +0100,Igor Vaynberg,2007/08/31 04:45:55 +0100,37.42423611,37.30565972,Select doesn't validate 'Required'   ,The Select-Component doesn't validate 'Required' if current user-selection points to an empty value in drop-down-mode.   ,1.3.0-beta2,1.3.0-beta4,0,1,15,1,5,3,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select/Select.java;
99,805,Improvement,Resolved,Fixed,wicket,Minor,Sean Sullivan,2007/07/30 20:25:28 +0100,2007/07/31 16:54:04 +0100,Alastair Maw,2007/08/01 09:56:53 +0100,1.5634837959999999,0.710289352,upgrade to SLF4J to version 1.4.2   ,SLF4J 1.4.2 was released in July 2007. Can we upgrade SLF4J in the Maven pom?   ,1.3.0-beta2,1.3.0-beta3,0,0,15,1,1,1,0,0,0,0,0.0,0,1,1,pom.xml;
102,824,Bug,Resolved,Fixed,wicket,Critical,Roland Foerther,2007/08/06 00:51:12 +0100,2007/09/30 16:00:14 +0100,Matej Knopp,2007/09/30 18:30:08 +0100,55.73537037,0.10409722199999999,Session id encoding problem in cookie-less mode   ,If I disable session cookies  the URL-encoding does not work. The problem appears in displaying 'page expired' when I click through 'wicket-exmples' . I discovered that HttpServletResponse.encodeUrl() called by WebRequestCodingStrategy.encode() does not encode the session id  if it is called with a relative URL like '?wicket:interface=:0:inputForm:IFormSubmitListener::'. i.e.. starting with '?'.   ,1.3.0-beta2,1.3.0-beta4,0,3,51,1,10,5,0,0,0,0,0.0,0,2,2,jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/WebResponse.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/Component.java;
109,859,Bug,Resolved,Fixed,wicket-datetime,Major,Eelco Hillenius,2007/08/18 02:44:45 +0100,2007/08/18 02:44:45 +0100,Eelco Hillenius,2007/08/18 02:45:09 +0100,0.000278,0.000278,DateField's/ DateTimeField's factory methods should pass in ids   ,A very stupid mistake  but factory method:protected DateTextField newDateTextField(PropertyModel dateFieldModel)should of course pass in the id that the child component should use:protected DateTextField newDateTextField(String id  PropertyModel dateFieldModel)   ,1.3.0-beta1; 1.3.0-beta2,1.3.0-beta3,0,0,27,1,0,0,0,1,0,0,0.0,0,1,2,jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java;
111,864,Bug,Resolved,Fixed,wicket,Major,Roland Foerther,2007/08/20 12:29:36 +0100,,Unassigned,2007/08/26 18:22:02 +0100,6.24474537,,HttpServletResponse.encodeRedirectURL() missing in WicketFilter   ,In class org.apache.wicket.protocol.http.WicketFilter in method doGet a redirect URL is not encoded with HttpServletResponse.encodeRedirectUrl(): 168 // Special-case for home page - we redirect to add a trailing slash. if (relativePath.length() == 0 &amp;&amp; !Strings.stripJSessionId(servletRequest.getRequestURI()).endsWith('/')) { final String redirectUrl = servletRequest.getRequestURI() + '/';--------&gt; servletResponse.sendRedirect(redirectUrl); return; }From Wicket's perspective this seems to be not necessary here to support cookie-less mode. But notice that an application may depend on a session outside the wicket scope e.g. by including a ServletFilter in front of WicketFilter  which handles data in session scope.   ,1.3.0-beta2,1.3.0-beta4,0,1,87,0,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/WicketFilter.java;
115,884,Improvement,Resolved,Fixed,wicket-extensions,Major,Patrick Angeles,2007/08/25 01:40:56 +0100,,Unassigned,2007/09/18 19:58:58 +0100,24.76252315,,Add class or id to AjaxFallbackDefaultDataTable elements (NavigationToolbar  etc.) to facilitate CSS styling   ,It would be nice to have a CSS class or id assigned to various HTML elements of the more complex pre-fab components such as the AjaxFallbackDefaultDataTable. This would facilitate styling via CSS and increase re-usability.Link to mailing list archive here:http://www.nabble.com/forum/ViewPost.jtp?post=12321602&amp;framed=y   ,1.3.0-beta2,,0,0,43,0,1,1,1,0,0,0,0.0,0,1,2,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/repeater/data/table/AjaxNavigationToolbar.html;jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table/NavigationToolbar.html;
124,917,Improvement,Resolved,Fixed,wicket,Trivial,Dariusz Wojtas,2007/09/01 22:16:18 +0100,2007/09/07 07:37:44 +0100,Igor Vaynberg,2007/09/07 07:38:14 +0100,5.390231481,0.00034700000000000003,Minor patch in polish translation   ,The current PL translation is nice  just minor change to null value to give it universal meaning in some cases   ,1.3.0-beta3,,0,0,20,1,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/Application_pl.properties;
128,954,Bug,Resolved,Fixed,wicket,Major,Eelco Hillenius,2007/09/11 05:35:43 +0100,2007/09/11 05:35:43 +0100,Eelco Hillenius,2007/09/11 05:36:09 +0100,0.000301,0.000301,Default button does not provide button name   ,When the default button is set in a form  the name property should be rendered too  so that the right button is executed rather than just the form's onsubmit method.   ,1.3.0-beta1; 1.3.0-beta2; 1.3.0-beta3,1.3.0-beta4,0,0,30,1,0,0,0,1,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/form/Form.java;
130,977,Bug,Resolved,Fixed,wicket-examples,Major,Oleg Taranenko,2007/09/15 08:01:02 +0100,2007/09/24 17:44:28 +0100,Jean-Baptiste Quenot,2007/09/24 21:29:02 +0100,9.561111111,0.155949074,Static Pages -> Passing URI to a Wicket page == 404 Error   ,Broken url   ,1.3.0-beta3,1.3.0-beta4,0,0,2,1,6,3,0,0,0,0,0.0,0,1,3,jdk-1.5/wicket-examples/src/main/java/org/apache/wicket/examples/staticpages/EmailPage.html;jdk-1.5/wicket-examples/src/main/java/org/apache/wicket/examples/staticpages/Home.html;jdk-1.5/wicket-examples/src/main/java/org/apache/wicket/examples/staticpages/Home.java;
131,986,Improvement,Resolved,Fixed,wicket,Minor,Nathan Beach,2007/09/19 00:31:42 +0100,2007/09/19 03:02:28 +0100,Igor Vaynberg,2007/09/19 03:02:40 +0100,0.104837963,0.000139,Wicket Javadoc Standardization: org.apache.wicket.util.value   ,Javadoc for the util.value package.   ,1.3.0-beta4,1.3.0-beta4,0,0,5,1,1,1,0,0,0,0,0.0,0,1,8,jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/AttributeMap.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/CopyOnWriteValueMap.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/Count.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/IValueMap.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/IntValue.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/LongValue.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/ValueMap.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/value/package.html;
132,991,Bug,Closed,Fixed,wicket,Major,Jan Jaros,2007/09/20 16:54:28 +0100,2007/11/03 20:37:57 +0100,Johan Compagner,2007/11/03 20:54:56 +0100,44.16699074,0.011793981,StringIndexOutOfBoundsException in ServletWebRequest.getRelativePathPrefixToWicketHandler   ,Request attribute 'javax.servlet.forward.servlet_path' may be equals to empty string.See patch...   ,1.3.0-beta3,1.3.0-rc1,0,0,10,1,2,2,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/servlet/ServletWebRequest.java;
134,1037,Bug,Resolved,Fixed,wicket,Minor,Daniel Stoch,2007/10/03 16:40:59 +0100,,Unassigned,2007/10/13 15:17:23 +0100,9.941944443999999,,Text not visible in Wicket Ajax Debug window   ,The Wicket Ajax Debug (WAD) window has a background color set to white but the font color is not set (in wicket-ajax-debug.js) - it uses the base page defaults. So when I have in css for my page setting like this: body color: Color value is invalid  the text in WAD is not visible.Suggested solution: maybe add somewhere in wicket-ajax-debug.js setting: 'color: black;'   ,1.3.0-beta3,1.3.0-rc1,0,0,66,0,3,2,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax-debug.js;
135,1040,Bug,Resolved,Fixed,wicket-datetime,Minor,Huergo Perez,2007/10/04 15:19:22 +0100,2007/11/03 22:17:10 +0100,Unassigned,2007/11/03 22:19:50 +0100,30.29199074,0.0018518520000000002,setEnabled() does not work on YUI DateField   ,Calling setEnabled(false) on a YUI DateField component doesn't seem to have any effect. The date field remains editable and the changes get propagated to the underlying model on submit.   ,1.3.0-beta3,1.3.0-rc1,0,1,29,2,2,2,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java;
139,1051,Bug,Resolved,Fixed,wicket,Major,David,2007/10/08 21:54:20 +0100,2007/10/14 09:30:55 +0100,Juergen Donnerstag,2007/10/14 09:30:55 +0100,5.483738426,0.0,StyleSheetReference doesn't take style/locale into account   ,StyleSheetReference (in essence PackagedResourceReference) doesn't take the style and locale into account as is common for resource loaders.Changing PackagedResourceReference line 102 from ResourceReference ref = new ResourceReference(referer  f);to ResourceReference ref = new ResourceReference(referer  f  getLocale()  getStyle());fixes this issue   ,1.3.0-beta1,1.3.0-rc1,0,1,38,1,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/resources/PackagedResourceReference.java;
140,1052,Improvement,Resolved,Fixed,wicket,Minor,Nathan Beach,2007/10/08 23:42:01 +0100,2007/10/14 22:36:00 +0100,Igor Vaynberg,2007/10/14 22:36:00 +0100,5.954155093,0.0,Wicket Javadoc Standardization: org.apache.wicket.util.thread   ,org.apache.wicket.util.thread Javadoc   ,1.3.0-beta4,1.3.0-rc1,0,0,2,1,1,1,1,0,0,0,0.0,0,1,4,jdk-1.4/wicket/src/main/java/org/apache/wicket/util/thread/ICode.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/thread/Lock.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/thread/Task.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/thread/package.html;
141,1053,Improvement,Resolved,Fixed,wicket,Minor,Nathan Beach,2007/10/08 23:42:41 +0100,2007/10/14 22:33:17 +0100,Igor Vaynberg,2007/10/14 22:33:17 +0100,5.951805556,0.0,Wicket Javadoc Standardization: org.apache.wicket.util.tester   ,org.apache.wicket.util.tester Javadoc   ,1.3.0-beta4,1.3.0-rc1,0,0,2,1,1,1,0,0,0,0,0.0,0,1,12,jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/DummyHomePage.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/DummyPanelPage.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/ExternalPageViewer.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/FormTester.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/ITestPageSource.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/Result.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/TagTester.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/TestPanelSource.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/WicketTester.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/package.html;
143,1067,Improvement,Resolved,Fixed,wicket,Minor,Francis De Brabandere,2007/10/12 13:25:08 +0100,,Unassigned,2007/10/14 08:55:17 +0100,1.812604167,,Correct javadoc for Fragment   ,The Fragment constructors without markupProvider argument have been deprecated but the example in the class javadoc's is still using it.   ,1.3.0-beta4,1.3.0-rc1,0,0,20,0,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/panel/Fragment.java;
144,1070,Improvement,Closed,Fixed,wicket-extensions,Trivial,Frank Bille Jensen,2007/10/13 13:04:44 +0100,2007/10/13 13:04:44 +0100,Frank Bille Jensen,2007/10/13 13:14:53 +0100,0.007048611,0.007048611,Missing img alt attribute in WicketAjaxIndicatorAppender   ,   ,1.3.0-beta4,1.3.0-rc1,0,0,1,1,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/WicketAjaxIndicatorAppender.java;
149,1135,Bug,Resolved,Fixed,wicket-datetime,Trivial,Michael Laccetti,2007/11/06 18:32:50 +0100,2007/11/06 20:52:24 +0100,Unassigned,2007/11/07 20:58:36 +0100,1.101226852,1.004305556,XHTML validation failure for DatePicker   ,org.apache.wicket.extensions.yui.calendar.DatePicker code generates an img tag that is missing the alt tag  which breaks XHTML validation.   ,1.3.0-beta4,1.3.0-rc2,0,1,16,2,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.java;
154,1175,Improvement,Resolved,Fixed,wicket,Major,Jan Kriesten,2007/11/21 10:58:01 +0100,2007/11/21 11:53:04 +0100,Igor Vaynberg,2012/04/16 18:06:35 +0100,1608.297616,1608.2593869999998,IDataProvider-Overflow with size()   ,Hi I get an Integer-overflow with my Dataprovider (yeah  there are a couple of entries in the database). Is there a reason why size() and iterator( first  count ) are limited to Integer?Regards  &#8212; Jan.   ,1.3.0-rc1,6.0.0-beta1,1,5,34,1,17,7,1,0,0,1,1.0,0,5,55,wicket-core/src/main/java/org/apache/wicket/markup/repeater/AbstractPageableView.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/data/DataView.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/data/GridView.java;wicket-examples/src/main/java/org/apache/wicket/examples/repeater/OIRPage.java;wicket-examples/src/main/java/org/apache/wicket/examples/repeater/PagingPage.java;wicket-examples/src/main/java/org/apache/wicket/examples/repeater/SortingPage.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table/DataTable.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/Loop.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tabs/TabbedPanel.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/rating/RatingPanel.java;testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest/apps/app1/ContactDataProvider.java;testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest/apps/app1/ContactsDatabase.java;wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/navigation/paging/AjaxPagingNavigation.java;wicket-core/src/main/java/org/apache/wicket/ajax/markup/html/navigation/paging/AjaxPagingNavigationLink.java;wicket-core/src/main/java/org/apache/wicket/markup/html/debug/PageView.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/AbstractItem.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/ListView.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/Loop.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/LoopItem.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/PageableListView.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/IPageable.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/IPageableItems.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/IPagingLabelProvider.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/PagingNavigation.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/PagingNavigationIncrementLink.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/PagingNavigationLink.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/AbstractPageableView.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/Item.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/data/DataViewBase.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/data/EmptyDataProvider.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/data/IDataProvider.java;wicket-core/src/main/java/org/apache/wicket/markup/repeater/data/ListDataProvider.java;wicket-core/src/test/java/org/apache/wicket/ajax/HomePage.java;wicket-core/src/test/java/org/apache/wicket/markup/html/list/PagedTableNavigatorWithLabelProviderPage.java;wicket-core/src/test/java/org/apache/wicket/markup/html/navigation/paging/AbstractPagingNavigationTest.java;wicket-devutils/src/main/java/org/apache/wicket/devutils/diskstore/browser/PageWindowProvider.java;wicket-examples/src/main/java/org/apache/wicket/examples/repeater/ContactDataProvider.java;wicket-examples/src/main/java/org/apache/wicket/examples/repeater/ContactsDatabase.java;wicket-examples/src/main/java/org/apache/wicket/examples/repeater/SortableContactDataProvider.java;wicket-examples/src/main/java/org/apache/wicket/examples/spring/common/ContactDaoImpl.java;wicket-examples/src/main/java/org/apache/wicket/examples/spring/common/QueryParam.java;wicket-examples/src/main/java/org/apache/wicket/examples/spring/common/web/ContactDataProvider.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/breadcrumb/BreadCrumbBar.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table/DataTable.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table/NavigatorLabel.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tabs/TabbedPanel.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/rating/RatingPanel.java;wicket-extensions/src/test/java/org/apache/wicket/extensions/markup/html/repeater/data/table/ContactsDatabase.java;wicket-extensions/src/test/java/org/apache/wicket/extensions/markup/html/repeater/data/table/DataTableTest.java;wicket-extensions/src/test/java/org/apache/wicket/extensions/markup/html/repeater/data/table/SortableContactDataProvider.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/Loop.java;wicket-core/src/main/java/org/apache/wicket/markup/html/list/LoopItem.java;wicket-core/src/main/java/org/apache/wicket/markup/html/navigation/paging/PagingNavigation.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tabs/TabbedPanel.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/rating/RatingPanel.java;
155,1176,Bug,Resolved,Fixed,wicket-extensions,Minor,Alastair Maw,2007/11/21 12:59:03 +0100,2007/11/21 12:59:03 +0100,Alastair Maw,2007/11/21 12:59:15 +0100,0.000139,0.000139,AjaxEditableLabel and AjaxMultiLineEditableLabel do not honour enabled status   ,On AjaxEditableLabel and subclasses  setEnabled(false) has no effect.It should prevent the component from being editable (i.e. it should behave like a normal Label).   ,1.3.0-rc1,1.3.0-rc2,0,0,23,1,2,2,1,0,0,0,0.0,0,1,1,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/AjaxEditableLabel.java;
156,1186,Bug,Resolved,Fixed,wicket,Major,Nick Wiedenbrueck,2007/11/26 17:19:35 +0100,2007/11/27 02:55:20 +0100,Matej Knopp,2007/11/28 00:24:48 +0100,1.295289352,0.895462963,Ajax Memory Leak in IE   ,Memory Leak in IE6 (IE7?) when using a DataView with AjaxPagingNavigator and each entry of the DataView table contains an AjaxLink. Memory increases by more than 500KB when displaying 100 items per page. AjaxDebugMode is disabled. Configuration is set to deployment. Version 1.2.6 is working fine.   ,1.3.0-rc1,1.3.0-rc2,0,2,47,1,4,4,1,0,0,0,1.0,0,6,6,jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/wicket-event.js;jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;
158,1198,Bug,Closed,Fixed,wicket,Major,Martijn Dashorst,2007/12/02 22:18:48 +0100,2007/12/02 22:18:48 +0100,Martijn Dashorst,2007/12/02 22:19:23 +0100,0.000405,0.000405,NPE in IndexedHybridUrlCodingStrategy during encoding   ,java.lang.NullPointerException at org.apache.wicket.request.target.coding.IndexedHybridUrlCodingStrategy.appendParameters(IndexedHybridUrlCodingStrategy.java:51) at org.apache.wicket.request.target.coding.HybridUrlCodingStrategy.encode(HybridUrlCodingStrategy.java:409) at org.apache.wicket.protocol.http.request.WebRequestCodingStrategy.pathForTarget(WebRequestCodingStrategy.java:459) at org.apache.wicket.protocol.http.request.WebRequestCodingStrategy.encode(WebRequestCodingStrategy.java:236) at org.apache.wicket.RequestCycle.encodeUrlFor(RequestCycle.java:744) at org.apache.wicket.RequestCycle.urlFor(RequestCycle.java:847) at org.apache.wicket.Component.urlFor(Component.java:3086) at org.apache.wicket.protocol.http.WebRequestCycle.redirectTo(WebRequestCycle.java:144) at org.apache.wicket.request.target.component.PageRequestTarget.respond(PageRequestTarget.java:58) at org.apache.wicket.request.AbstractRequestCycleProcessor.respond(AbstractRequestCycleProcessor.java:103) at org.apache.wicket.RequestCycle.processEventsAndRespond(RequestCycle.java:1100) at org.apache.wicket.RequestCycle.step(RequestCycle.java:1169) at org.apache.wicket.RequestCycle.steps(RequestCycle.java:1248) at org.apache.wicket.RequestCycle.request(RequestCycle.java:489) at org.apache.wicket.protocol.http.WicketFilter.doGet(WicketFilter.java:343) at org.apache.wicket.protocol.http.WicketFilter.doFilter(WicketFilter.java:193)   ,1.3.0-rc1,1.3.0-rc2,0,0,33,1,1,1,0,0,0,0,0.0,0,1,3,jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/HybridUrlCodingStrategy.java;jdk-1.4/wicket/src/test/java/org/apache/wicket/request/target/coding/IndexedHybridUrlCodingStrategyTest$TestPage.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/request/target/coding/IndexedHybridUrlCodingStrategyTest.java;
