,issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
118,902,Bug,Closed,Fixed,camel-core,Major,Willem Jiang,2008/09/15 08:05:14 +0100,2008/09/15 08:05:14 +0100,Willem Jiang,2008/09/16 05:46:10 +0100,0.9034259259999999,0.9034259259999999,The should throw the exception if there is some thing wrong with  type attribute   ,If you specify an invalided class name in the convertBodyTo@type  you will get a NPE error  but no detail log information for the type attribute.We need to throw the exception for user to locate the error.   ,1.3.0; 1.4.0,1.5.0,0,0,36,1,1,1,0,1,0,0,0.0,0.0,1.0,2.0,camel-core/src/main/java/org/apache/camel/model/ConvertBodyType.java;camel-core/src/main/java/org/apache/camel/processor/ConvertBodyProcessor.java;
119,906,Bug,Closed,Fixed,camel-jms,Major,Claus Ibsen,2008/09/16 08:36:50 +0100,2008/09/16 08:36:50 +0100,Claus Ibsen,2008/09/16 09:45:51 +0100,0.047928240999999996,0.047928240999999996,JmsProducer - option requestTimeout isn't configured properly   ,When sending a JMS message to a destination using camel-jms (JMSProducer) I can't get it to use my requestTimeout option in the endpoint configuration. It always default to 20000.template.requestBody('activemq:queue:slow?requestTimeout=1000'  'Hello World');This doesn't work as expected with a timeout of only 1 sec.   ,1.4.0,1.5.0,0,0,51,1,2,1,0,0,0,0,1.0,0.0,1.0,4.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConfiguration.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsProducer.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsRouteTimeoutTest.java;
123,944,Improvement,Closed,Fixed,camel-core,Minor,Claus Ibsen,2008/09/28 12:41:58 +0100,2008/09/28 12:41:58 +0100,Claus Ibsen,2008/09/28 19:27:23 +0100,0.28153935199999996,0.28153935199999996,tracer - option to disable interceptors   ,Currently the tracer also outputs interceptors such as delegation to the DLC that is wrapped in the pipeline.Would be nice with an option to enable/disable this (disabled by default) so all the interceptors isn't logged and confuses end-users.   ,1.4.0,1.5.0,0,0,38,1,5,1,0,0,0,0,0.0,0.0,2.0,15.0,camel-core/src/main/java/org/apache/camel/impl/DefaultUnitOfWork.java;camel-core/src/main/java/org/apache/camel/model/InterceptType.java;camel-core/src/main/java/org/apache/camel/model/OptionalIdentifiedType.java;camel-core/src/main/java/org/apache/camel/model/ProcessorRef.java;camel-core/src/main/java/org/apache/camel/processor/UnitOfWorkProcessor.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/TraceFormatter.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/TraceInterceptor.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/Tracer.java;camel-core/src/main/java/org/apache/camel/spi/Synchronization.java;camel-core/src/test/java/org/apache/camel/model/ProcessorTypeConfigurationTest.java;camel-core/src/test/java/org/apache/camel/processor/TraceInterceptorTest.java;camel-core/src/test/java/org/apache/camel/processor/interceptor/TraceInterceptorTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/interceptor/TraceFormatterTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/interceptor/TracerConfigurationTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/interceptor/tracerConfigurationTest.xml;
129,969,Bug,Closed,Fixed,camel-core,Major,Geoff Gibbs,2008/10/08 15:16:39 +0100,2008/10/08 20:16:01 +0100,Claus Ibsen,2008/10/08 20:16:01 +0100,0.207893519,0.0,CamelContext.setRoutes() documentation is misleading   ,The javaDoc for CamelContext.setRoutes() states:'Sets the routes for this context  replacing any current routes'Yet when used  and the context started  startRouteDefinitions() is used first  causing any existing routes created through the definitions (such as those from RouteBuilders) to be re-created and started before the new routes provided to setRoutes() are started.   ,1.4.0,1.5.0,0,0,51,1,2,1,0,0,0,0,0.0,0.0,1.0,1.0,camel-core/src/main/java/org/apache/camel/CamelContext.java;
130,970,Bug,Closed,Fixed,camel-spring,Major,Hadrian Zbarcea,2008/10/08 18:40:06 +0100,2008/10/08 18:40:06 +0100,Hadrian Zbarcea,2008/10/08 19:23:21 +0100,0.030034722000000003,0.030034722000000003,createConnector attribute for CamelJMXAgentType should default to 'true'   ,   ,1.4.0,1.5.0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,1.0,1.0,components/camel-spring/src/main/java/org/apache/camel/spring/CamelJMXAgentType.java;
132,978,Improvement,Closed,Fixed,camel-mail,Minor,Claus Ibsen,2008/10/12 08:15:41 +0100,2008/10/12 08:15:41 +0100,Claus Ibsen,2008/10/12 10:47:18 +0100,0.10528935199999999,0.10528935199999999,camel-mail - type converter to InputStream   ,camel-mail need a type converter to InputStream Currently we have type converters to StringSee nabble:http://www.nabble.com/Process-Mail-Attachment-InvalidPayloadException-Camel-1.4.0-td19937573s22882.html   ,1.4.0,1.5.0,0,0,18,1,1,1,0,0,0,0,0.0,0.0,1.0,1.0,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConverters.java;
134,983,Bug,Closed,Fixed,camel-core,Major,Claus Ibsen,2008/10/13 20:05:35 +0100,2008/10/14 15:20:34 +0100,Claus Ibsen,2008/10/15 19:54:29 +0100,1.992291667,1.1902199070000001,BeanInfo - should consider overridden methods when selecting method from operations list   ,See nabble:http://www.nabble.com/BeanInfo.chooseMethodWithMatchingBody-throws-an-AmbiguousMethodCallException-when-there%27s-no-ambiguity-td19959124s22882.html   ,1.4.0,1.5.0,0,1,5,1,9,1,0,0,0,0,0.0,0.0,4.0,8.0,camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanInfoInheritanceTest.java;camel-core/src/test/java/org/apache/camel/processor/BeanRecipientListTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/pom.xml;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;
135,985,Improvement,Closed,Fixed,camel-core; camel-spring,Minor,Claus Ibsen,2008/10/14 13:13:35 +0100,2008/11/21 14:32:29 +0100,Jonathan Anstey,2008/11/21 14:57:00 +0100,38.07181713,0.017025463,bean binding - annotation to get the exception from exchange   ,If you are doing error handling using POJO beans to do some error handling code and using bean binding annoations to get the stuff from the exchange  we are missing an annotation to get the caused exceptionSuch as a @Exception or @Fault if that is a better nameSee nabble:http://www.nabble.com/Error-Handler-and-OutHeaders-td19970966s22882.htmljstrachan using @Exception or @Fault or whatever on a bean method call to pull out the Exchange's fault/exception right? 14:02 jstrachan if so definitely!   ,1.4.0,2.0-M1,0,0,76,1,3,2,0,0,0,0,0.0,0.0,1.0,5.0,camel-core/src/main/java/org/apache/camel/ExchangeException.java;camel-core/src/main/java/org/apache/camel/builder/ExpressionBuilder.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanWithExchangeExceptionAnnotationTest.java;camel-core/src/test/java/org/apache/camel/component/bean/MyCustomException.java;
141,1023,Bug,Closed,Fixed,tooling,Major,Claus Ibsen,2008/10/24 06:51:53 +0100,2008/10/24 06:51:53 +0100,Claus Ibsen,2008/10/27 13:36:30 +0100,3.280983796,3.280983796,camel:dot - pipeline is drawn as a multicast   ,And it has a few other areas as well that could be polished.   ,1.5.0,1.5.0,0,0,13,1,2,1,0,0,0,0,0.0,0.0,1.0,4.0,camel-core/src/main/java/org/apache/camel/view/ModelFileGenerator.java;camel-core/src/main/java/org/apache/camel/view/NodeData.java;camel-core/src/main/java/org/apache/camel/view/RouteDotGenerator.java;camel-core/src/test/java/org/apache/camel/view/DotViewTest.java;
142,1036,Improvement,Closed,Fixed,camel-core; camel-spring,Major,Jonathan Anstey,2008/10/30 15:03:20 +0100,2008/10/30 15:03:20 +0100,Jonathan Anstey,2008/10/30 18:03:39 +0100,0.125219907,0.125219907,Add ability to configure log level on exceptions from DLC retry mechanism   ,Right now  when Camel tries to redeliver an message a number of times (using the DLC)  the exceptions are logged as ERROR. Sometimes though  these retries may be considered part of normal operation. I'm going to put in DSL options to configure this log level. Something like this will be possible:onException(AException.class).maximumRedeliveries(5) .retriesExhaustedLogLevel(LoggingLevel.DEBUG) .retryAttemptedLogLevel(LoggingLevel.DEBUG) .process(new MyExceptionProcessor('I got an Exception.'));   ,1.5.0,1.6.0; 2.0-M1,0,0,67,1,4,2,0,0,0,0,0.0,0.0,2.0,30.0,camel-core/src/main/java/org/apache/camel/processor/RedeliveryPolicy.java;camel-core/src/test/java/org/apache/camel/builder/CustomLog.java;camel-core/src/test/java/org/apache/camel/builder/ExceptionBuilderWithRetryLoggingLevelSetTest.java;camel-core/src/test/java/org/apache/camel/builder/MyExceptionThrowingProcessor.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanPipelineTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/processor/onexception/SpringExceptionBuilderWithRetryLoggingLevelSetTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/onexception/exceptionBuilderWithRetryLoggingLevelSet.xml;camel-core/src/main/java/org/apache/camel/builder/BuilderSupport.java;camel-core/src/main/java/org/apache/camel/builder/DeadLetterChannelBuilder.java;camel-core/src/main/java/org/apache/camel/builder/LoggingErrorHandlerBuilder.java;camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java;camel-core/src/main/java/org/apache/camel/component/log/LogComponent.java;camel-core/src/main/java/org/apache/camel/impl/LoggingExceptionHandler.java;camel-core/src/main/java/org/apache/camel/model/ExceptionType.java;camel-core/src/main/java/org/apache/camel/model/LoggingLevel.java;camel-core/src/main/java/org/apache/camel/model/RedeliveryPolicyType.java;camel-core/src/main/java/org/apache/camel/model/RoutesType.java;camel-core/src/main/java/org/apache/camel/processor/DeadLetterChannel.java;camel-core/src/main/java/org/apache/camel/processor/Logger.java;camel-core/src/main/java/org/apache/camel/processor/LoggingErrorHandler.java;camel-core/src/main/java/org/apache/camel/processor/LoggingLevel.java;camel-core/src/main/java/org/apache/camel/processor/RedeliveryPolicy.java;camel-core/src/main/java/org/apache/camel/processor/ThroughputLogger.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/Tracer.java;camel-core/src/main/resources/org/apache/camel/model/jaxb.index;camel-core/src/test/java/org/apache/camel/builder/ExceptionBuilderWithRetryLoggingLevelSetTest.java;camel-core/src/test/java/org/apache/camel/processor/DeadLetterChannelTest.java;camel-core/src/test/java/org/apache/camel/processor/FaultRetryRouteTest.java;camel-core/src/test/java/org/apache/camel/processor/FaultRouteTest.java;camel-core/src/test/java/org/apache/camel/processor/TracerConfigurationTest.java;
143,1039,Improvement,Closed,Fixed,camel-core,Major,Jonathan Anstey,2008/10/31 18:49:04 +0100,2008/10/31 18:49:04 +0100,Jonathan Anstey,2008/10/31 19:34:09 +0100,0.03130787,0.03130787,Add support to tracer for logging out messages   ,   ,1.5.0,1.6.0; 2.0-M1,0,0,1,1,4,2,1,0,0,0,0.0,0.0,3.0,8.0,components/camel-spring/src/test/java/org/apache/camel/spring/processor/SpringTraceInterceptorWithOutBodyTraceTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/traceInterceptorWithOutBodyTrace.xml;camel-core/src/test/java/org/apache/camel/processor/TraceInterceptorWithOutBodyTraceTest.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/TraceFormatter.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/TraceInterceptor.java;camel-core/src/main/java/org/apache/camel/processor/interceptor/Tracer.java;camel-core/src/test/java/org/apache/camel/processor/TraceInterceptorWithOutBodyTraceTest.java;camel-core/src/test/java/org/apache/camel/processor/aggregator/PredicateAggregatorCollectionTest.java;
145,1053,Bug,Closed,Fixed,camel-spring-integration,Major,Jonathan Anstey,2008/11/05 01:21:13 +0100,2008/11/05 13:48:40 +0100,Willem Jiang,2008/11/05 13:48:40 +0100,0.5190625,0.0,spring integration xsd change breaks component   ,Thread is here http://www.nabble.com/-HEADS-UP--camel-spring-integration-issue-td20331450s22882.html   ,1.4.0; 1.5.0,1.6.0; 2.0-M1,0,0,7,1,3,2,1,1,0,0,0.0,0.0,2.0,23.0,components/camel-spring-integration/pom.xml;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationBinding.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationConsumer.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationEndpoint.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationMessage.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationProducer.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/adapter/AbstractCamelAdapter.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/adapter/CamelSourceAdapter.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/adapter/CamelTargetAdapter.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/adapter/config/CamelTargetAdapterParser.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/converter/SpringIntegrationConverter.java;components/camel-spring-integration/src/main/resources/schema/camel-spring-integration.xsd;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/HelloWorldService.java;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/SpringIntegrationOneWayConsumerTest.java;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/SpringIntegrationProducerTest.java;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/SpringIntegrationTwoWayConsumerTest.java;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/adapter/CamelSourceAdapterTest.java;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/adapter/CamelTargetAdapterTest.java;components/camel-spring-integration/src/test/java/org/apache/camel/component/spring/integration/adapter/ConfigurationTest.java;components/camel-spring-integration/src/test/resources/org/apache/camel/component/spring/integration/adapter/CamelTarget.xml;components/camel-spring-integration/src/test/resources/org/apache/camel/component/spring/integration/producer.xml;components/camel-spring-integration/src/test/resources/org/apache/camel/component/spring/integration/twoWayConsumer.xml;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationConsumer.java;
146,1057,Bug,Closed,Fixed,camel-saxon,Critical,Balazs Zsoldos,2008/11/07 01:56:37 +0100,2008/11/07 14:09:07 +0100,Claus Ibsen,2008/11/07 14:23:32 +0100,0.51869213,0.010011574,XQuery creates an empty out message that makes it impossible to chain more processors behind it   ,When using XQuery the getOut() function is called on the message so if it is not used at a place where the out is filled an empty out message will be created. With this xquery cannot be used for example in setBody  setHeader... and anywhere where the out is not filled.An example where this causes real trouble:&lt;choice&gt; &lt;when&gt; &lt;xquery&gt;...&lt;/xquery&gt; &lt;to uri='direct:follow' /&gt; &lt;/when&gt;&lt;/choice&gt;...&lt;from uri='direct:follow'&gt;&lt;to ...&gt;&lt;to ...&gt;In the patch the out property in the xquery context is filled only if it is not null. With it all of my pipelines seem to work well for me.   ,1.4.0; 1.5.0,1.6.0; 2.0-M1,0,1,95,1,4,2,1,1,0,0,0.0,0.0,1.0,1.0,components/camel-saxon/src/main/java/org/apache/camel/component/xquery/XQueryBuilder.java;
148,1070,Bug,Closed,Fixed,camel-core,Major,Claus Ibsen,2008/11/10 17:38:32 +0100,2008/11/10 17:53:06 +0100,Claus Ibsen,2008/11/10 17:55:17 +0100,0.011631943999999998,0.001516204,org.apache.camel.Message - hasAttachments is buggy   ,I must use if (exchange.getIn().getAttachments().size() &gt; 0) {Instead of if (exchange.getIn().hasAttachments()) {As the latter always returns false. Or at least returns false even though the size is &gt; 0   ,1.4.0; 1.5.0,1.6.0; 2.0-M1,0,0,29,1,1,1,1,1,0,0,0.0,0.0,1.0,1.0,camel-core/src/main/java/org/apache/camel/impl/DefaultMessage.java;
149,1074,Bug,Closed,Fixed,camel-jaxb,Major,tim mcnamara,2008/11/11 01:21:20 +0100,2008/11/13 07:19:04 +0100,Willem Jiang,2008/11/27 11:23:43 +0100,16.41832176,14.16989583,.unmarshal(new JaxbDataFormat('com.foo.bar')) returning JAXBElement   ,using .unmarshal(new JaxbDataFormat('com.foo.bar') is returning a JAXBElement instead of the desired object that was generated by xjc.   ,1.4.0,1.6.0; 2.0-M1,0,0,17,1,7,3,1,0,0,0,0.0,0.0,2.0,8.0,camel-core/src/main/java/org/apache/camel/model/dataformat/JaxbDataFormat.java;components/camel-jaxb/src/test/java/org/apache/camel/jaxb/CamelJaxbSpringTest.java;components/camel-jaxb/src/test/java/org/apache/camel/jaxb/CamelJaxbTest.java;components/camel-jaxb/src/test/resources/org/apache/camel/jaxb/CamelJaxbTest.xml;components/camel-jaxb/src/main/java/org/apache/camel/converter/jaxb/JaxbDataFormat.java;components/camel-jaxb/src/test/java/org/apache/camel/foo/bar/ObjectFactory.java;components/camel-jaxb/src/test/java/org/apache/camel/foo/bar/PersonType.java;components/camel-jaxb/src/test/java/org/apache/camel/jaxb/CamelJaxbTest.java;
153,1091,Bug,Closed,Fixed,camel-jetty,Major,Roman Kalukiewicz,2008/11/14 17:54:13 +0100,2008/11/14 17:54:13 +0100,Roman Kalukiewicz,2008/11/17 15:03:33 +0100,2.8814814810000002,2.8814814810000002,jetty endpoints ignore host specified in URI and expose an endpoint on all interfaces   ,http://www.nabble.com/Jetty-and-Mina%3A-how-to-bind-to-%22anylocal%22-AKA-%22wildcard%22-address--tp20475674s22882p20494645.html   ,1.5.0,1.6.0; 2.0-M1,0,0,4,1,10,4,1,0,0,1,0.0,0.0,7.0,9.0,components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpComponent.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/InterfacesTest.java;
163,1191,Bug,Closed,Fixed,camel-velocity,Minor,Claus Ibsen,2008/12/17 09:33:52 +0100,2008/12/17 09:33:52 +0100,Jonathan Anstey,2008/12/17 15:41:23 +0100,0.25521990699999997,0.25521990699999997,camel-velocity - log4j is needed at runtime   ,See nabble:http://www.nabble.com/velocity%3A-Couldn%27t-find-class-org.apache.velocity.runtime.log.SimpleLog4JLogSystem-td21036449s22882.htmlJon do you mind taking a look at this  you are are good at maven pom's   ,1.5.0,1.6.0; 2.0-M1,0,0,28,1,3,2,0,0,0,0,0.0,0.0,1.0,1.0,components/camel-velocity/pom.xml;
165,1196,Bug,Closed,Fixed,camel-core,Trivial,Claus Ibsen,2008/12/18 06:59:04 +0100,2008/12/18 06:59:04 +0100,Claus Ibsen,2008/12/18 14:09:59 +0100,0.299247685,0.299247685,MockEndpoint - sleep for empty test doesnt work   ,See nabble:http://www.nabble.com/MockEndpoint---sleep-for-empty-tests-is-flawed--td21067367s22882.html   ,1.5.0,1.6.0; 2.0-M1,0,0,5,1,2,1,0,0,0,0,0.0,0.0,1.0,1.0,camel-core/src/main/java/org/apache/camel/component/mock/MockEndpoint.java;
166,1199,Bug,Closed,Fixed,camel-core,Major,Ron Gavlin,2008/12/19 13:20:41 +0100,2008/12/29 16:32:47 +0100,Gert Vanthienen,2009/01/05 09:53:57 +0100,16.85643519,6.723032407000001,Throttler appears to 'throttle' per thread instead of throttling across multiple threads   ,   ,1.5.0,1.6.0; 2.0-M1,0,0,1,1,6,4,0,0,0,0,1.0,0.0,4.0,7.0,camel-core/src/main/java/org/apache/camel/processor/Throttler.java;camel-core/src/test/java/org/apache/camel/processor/ThrottlerTest.java;camel-core/src/main/java/org/apache/camel/processor/Throttler.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/throttler.xml;camel-core/src/main/java/org/apache/camel/processor/Throttler.java;camel-core/src/test/java/org/apache/camel/processor/ThrottlerTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/throttler.xml;
169,1209,Improvement,Closed,Fixed,camel-xmpp,Major,Claus Ibsen,2008/12/31 10:27:29 +0100,2008/12/31 18:46:30 +0100,Jonathan Anstey,2008/12/31 19:32:16 +0100,0.378321759,0.031782407,camel-xmpp to work with google chat   ,See blog entryhttp://www.andrejkoelewijn.com/wp/2008/12/30/using-google-talk-from-java-example/There is a solution that works with plain java. Could be used to identify what needs to be fixed in Camel to get it working with Google chat as well.Notice I haven't verified if it doesn't already work with google chat. Just created this ticket to not forget it.   ,1.5.0,1.6.0; 2.0-M1,0,0,54,1,5,3,0,0,0,0,0.0,0.0,1.0,5.0,components/camel-xmpp/pom.xml;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppEndpoint.java;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppPrivateChatProducer.java;components/camel-xmpp/src/test/java/org/apache/camel/component/xmpp/GoogleTalkTest.java;components/camel-xmpp/src/test/java/org/apache/camel/component/xmpp/UriConfigurationTest.java;
170,1211,Improvement,Closed,Fixed,camel-core; camel-restlet,Minor,Przemyslaw Budzik,2009/01/01 22:38:47 +0100,,Unassigned,2010/03/12 12:18:58 +0100,434.56957180000006,,camel-restlet security extension   ,Now we have basic http auth. Quick shot is adding digest as it is supported by Restlet  but I have something more in mind. As I'm using token based auth and for me http auth is not suitable (pushing credentials back and forth all the time etc). How about a pattern where from one endpoint you can consume a ticket/token/sessionId and you can use it as a header to authenticate? As now the realm is to keep login and pass and it could be something like a bean that can validate the token. Of course that data would not be static so it is more about a callback (eg. getTokens()) than a static map/list. And finally as we have the uri we can resolve an 'operation' and do authorization (so uri+method is the target). I mean in my project I have processor that does stuff like that and it would be cool to have all those things in one place in consumer (and provide only data and have skeletal logic under the hood).Now the question is if my idea makes sense and if so what are your suggestions on how to implement that w/o reinventing the wheel (and not using ACEGI )Btw  Claus  William - logs about attaching/detaching restlets are at info level and it's kind of spamming if there are say 20 endpoints... Maybe it should be at debug?   ,1.6.0; 2.0.0,1.6.0; 2.0-M1,0,0,237,0,5,2,0,0,0,1,0.0,0.0,1.0,1.0,components/camel-restlet/src/main/java/org/apache/camel/component/restlet/RestletComponent.java;
175,1247,Bug,Closed,Fixed,camel-ftp,Major,Paddy Daly,2009/01/12 13:18:20 +0100,2009/01/12 13:29:07 +0100,Claus Ibsen,2009/01/14 06:05:12 +0100,1.6992129630000001,1.6917245369999998,SFTP : Polling - Cannot list directory Error   ,http://www.nabble.com/SFTP-%3A-Polling---Cannot-list-directory-to21413159s22882.html   ,2.0.0,2.0-M1,0,0,4,1,19,2,0,0,0,0,0.0,0.0,4.0,8.0,components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/FtpConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/FtpRemoteFileOperations.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpRemoteFileOperations.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FtpConsumerWithNoFileOptionTest.java;
177,1270,Bug,Closed,Fixed,camel-core; camel-spring,Minor,Claus Ibsen,2009/01/18 10:56:18 +0100,2009/01/18 10:56:18 +0100,Claus Ibsen,2009/01/18 11:06:27 +0100,0.007048611,0.007048611,Starting Camel using Main from camel:run or Main.class - countdown latch is hanging   ,The countdown latch in MainSupport is not completed when Main is stopping.Then we have a hanging thread. Can bee seen using ctrl + /   ,1.5.0,1.6.0; 2.0-M1,0,0,24,1,2,1,0,0,1,0,0.0,0.0,1.0,2.0,camel-core/src/main/java/org/apache/camel/util/MainSupport.java;components/camel-spring/src/main/java/org/apache/camel/spring/Main.java;
183,1297,Improvement,Closed,Fixed,camel-core,Major,Roman Kalukiewicz,2009/01/27 13:34:16 +0100,2009/01/27 13:34:16 +0100,Roman Kalukiewicz,2009/02/09 22:21:16 +0100,13.36597222,13.36597222,Seda component should configure its executor   ,Currently SEDA endpoint processes only using 1 thread so it is impossible to easily configure few concurrent processings on 1 seda endpoint. I believe SEDA endpoint could be configured with some executor and/or thread number that we would like to use to process given flows.   ,1.5.0,2.0-M1; 1.6.1,0,0,45,1,4,3,0,0,0,0,0.0,0.0,1.0,5.0,camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java;camel-core/src/main/java/org/apache/camel/component/seda/SedaConsumer.java;camel-core/src/main/java/org/apache/camel/component/seda/SedaEndpoint.java;camel-core/src/test/java/org/apache/camel/component/seda/SedaConfigureTest.java;camel-core/src/test/java/org/apache/camel/component/seda/SedaConsumerStartStopTest.java;
184,1325,Bug,Closed,Fixed,camel-core,Major,Trev,2009/02/08 22:33:07 +0100,,Unassigned,2009/02/09 00:10:16 +0100,0.067465278,,Two more NullPointerExceptions when context classloader is null   ,When I applied the CAMEL-1301 fix (thanks Claus) I hit two more NullPointerExceptions caused by code that assumes that the context classloader will never be null.Here's the relevant part of one stack trace:java.lang.NullPointerException at org.apache.camel.impl.converter.AnnotationTypeConverterLoader.findPackages(AnnotationTypeConverterLoader.java:97) at org.apache.camel.impl.converter.AnnotationTypeConverterLoader.findPackageNames(AnnotationTypeConverterLoader.java:91)And the other:java.lang.NullPointerException at org.apache.camel.util.ResolverUtil.getResources(ResolverUtil.java:402) at org.apache.camel.util.ResolverUtil.find(ResolverUtil.java:313) at org.apache.camel.util.ResolverUtil.find(ResolverUtil.java:290)A patch is attached.   ,1.5.0,1.6.0; 2.0-M1,0,1,51,0,3,2,0,0,0,0,0.0,0.0,0.0,0.0,
189,1384,Bug,Closed,Fixed,camel-core,Major,Michael Chen,2009/02/25 18:54:15 +0100,2009/02/26 18:32:59 +0100,Claus Ibsen,2009/02/27 11:00:24 +0100,1.6709375,0.685706019,ExchangeHelper should respect ExchangePattern.InOptionalOut   ,The utility method org.apache.camel.util.ExchangeHelper.copyResults() is use by many core classes. However  this method does not properly support MEP InOptionalOut.Assuming in an InOptionalOut exchange  having no out message means just that &#8211; no out message should be sent  then the following lines in this method// Message out = source.getOut(false); if (out != null) { result.getOut(true).copyFrom(out); } else { // no results so lets copy the last inputshould be changed to:// Message out = source.getOut(false); if (out != null) { result.getOut(true).copyFrom(out); } else if (result.getPattern() == ExchangePattern.InOptionalOut) { result.setOut(null); } else { // no results so lets copy the last input   ,1.6.0,2.0-M1,0,0,130,1,2,1,0,0,1,1,1.0,0.0,1.0,5.0,camel-core/src/main/java/org/apache/camel/component/dataset/DataSetConsumer.java;camel-core/src/main/java/org/apache/camel/component/dataset/DataSetEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/DefaultProducerTemplate.java;camel-core/src/main/java/org/apache/camel/util/ExchangeHelper.java;camel-core/src/test/java/org/apache/camel/processor/RouteMEPOptionalOutTest.java;
